MathVersion = 1.3.0.0
Played Line = 40, LineBet = 480, Total Bet = 480
Total Round = 1000000000, Total Win = 461163472860, Total Free Game Round = 68045660

Total RTP = 96.076%, Base Game RTP = 55.952%, 
Free Game RTP = 40.124%, Bonus Game RTP = 0.000%
BG Hits = 28.592%, FG Hits = 40.134%, FG Freq = 127.712, BN Freq = ∞

C.V. = 9.2889
MaxSpinWin = 1741.375
EGS_BASE_GAME_1: 525; RNG = {35, 44, 39, 11, 47 }
EGS_FREE_GAME_1: 700; RNG = {35, 14, 55, 3, 10 }


Hits 	           3 	           4 	           5 	
   W 	           0 	           0 	           0 	
  H1 	    11523635 	     2341341 	      317061 	
  H2 	    20376298 	     4288293 	      688763 	
  H3 	    35037403 	     5312628 	     1012297 	
  H4 	    36962027 	     6461995 	     1410593 	
  H5 	           0 	           0 	           0 	
  H6 	           0 	           0 	           0 	
  N1 	    50549131 	    11712280 	     1817123 	
  N2 	    59459447 	    13941959 	     2445304 	
  N3 	    84502724 	    22079340 	     4817551 	
  N4 	    84774844 	    15411744 	     2388300 	
  N5 	   181604658 	    45266508 	     8890942 	
  N6 	   196751030 	    36289126 	     5631042 	
   F 	     7474777 	      349172 	        6198 	
   B 	           0 	           0 	           0 	

Wins 	           3 	           4 	           5 	
   W 	           0 	           0 	           0 	
  H1 	 13828362000 	  7024023000 	  3804732000 	
  H2 	 18338668200 	  7718927400 	  4132578000 	
  H3 	 21022441800 	  9562730400 	  3644269200 	
  H4 	 22177216200 	  7754394000 	  5078134800 	
  H5 	           0 	           0 	           0 	
  H6 	           0 	           0 	           0 	
  N1 	 12131791440 	  7027368000 	  3270821400 	
  N2 	 14270267280 	  8365175400 	  4401547200 	
  N3 	 10140326880 	  6623802000 	  5781061200 	
  N4 	 10172981280 	  4623523200 	  2865960000 	
  N5 	 10896279480 	  8147971440 	 10669130400 	
  N6 	 11805061800 	  6532042680 	  6757250400 	
   F 	178490910120 	 13688107200 	   415617060 	
   B 	           0 	           0 	           0 	

Hits 	           3 	           4 	           5 	
   W 	           0 	           0 	           0 	
  H1 	     4555421 	     2466010 	     1365766 	
  H2 	     9489179 	     4528696 	     2523130 	
  H3 	    19579469 	     8179227 	     4400292 	
  H4 	    17487306 	     7438592 	     4733527 	
  H5 	           0 	           0 	           0 	
  H6 	           0 	           0 	           0 	
  N1 	     9586846 	     5548287 	     3010402 	
  N2 	    16780818 	     6482144 	     4194141 	
  N3 	     7970557 	     3610905 	     2310284 	
  N4 	     8604965 	     4124753 	     2733834 	
  N5 	     7687020 	     3985896 	     2587262 	
  N6 	     3260006 	     1773172 	     1251284 	
   F 	      460536 	       22811 	         426 	
   B 	           0 	           0 	           0 	

Wins 	           3 	           4 	           5 	
   W 	           0 	           0 	           0 	
  H1 	  5466505200 	  7398030000 	 16389192000 	
  H2 	  8540261100 	  8151652800 	 15138780000 	
  H3 	 11747681400 	 14722608600 	 15841051200 	
  H4 	 10492383600 	  8926310400 	 17040697200 	
  H5 	           0 	           0 	           0 	
  H6 	           0 	           0 	           0 	
  N1 	  2300843040 	  3328972200 	  5418723600 	
  N2 	  4027396320 	  3889286400 	  7549453800 	
  N3 	   956466840 	  1083271500 	  2772340800 	
  N4 	  1032595800 	  1237425900 	  3280600800 	
  N5 	   461221200 	   717461280 	  3104714400 	
  N6 	   195600360 	   319170960 	  1501540800 	
   F 	   442114560 	   109492800 	    10224000 	
   B 	           0 	           0 	           0 	

Pay  	   3 	   4 	   5 	
   W 	   0 	   0 	   0 	
  H1 	 100 	 250 	1000 	
  H2 	  75 	 150 	 500 	
  H3 	  50 	 150 	 300 	
  H4 	  50 	 100 	 300 	
  H5 	   0 	   0 	   0 	
  H6 	   0 	   0 	   0 	
  N1 	  20 	  50 	 150 	
  N2 	  20 	  50 	 150 	
  N3 	  10 	  25 	 100 	
  N4 	  10 	  25 	 100 	
  N5 	   5 	  15 	 100 	
  N6 	   5 	  15 	 100 	
   F 	   2 	  10 	  50 	
   B 	   0 	   0 	   0 	

Round 	     3 	     4 	     5 	
    F 	 8.495 	12.734 	15.944 	

Line Hits 	     3 	     4 	     5 	
        1 	 1.92% 	 0.41% 	 0.07% 	
        2 	 1.90% 	 0.41% 	 0.07% 	
        3 	 1.91% 	 0.41% 	 0.07% 	
        4 	 1.88% 	 0.40% 	 0.07% 	
        5 	 1.92% 	 0.41% 	 0.07% 	
        6 	 1.90% 	 0.41% 	 0.07% 	
        7 	 1.91% 	 0.41% 	 0.07% 	
        8 	 1.88% 	 0.40% 	 0.07% 	
        9 	 1.90% 	 0.41% 	 0.07% 	
       10 	 1.92% 	 0.41% 	 0.07% 	
       11 	 1.92% 	 0.41% 	 0.07% 	
       12 	 1.90% 	 0.41% 	 0.07% 	
       13 	 1.92% 	 0.41% 	 0.07% 	
       14 	 1.90% 	 0.40% 	 0.07% 	
       15 	 1.91% 	 0.41% 	 0.07% 	
       16 	 1.88% 	 0.40% 	 0.07% 	
       17 	 1.92% 	 0.41% 	 0.07% 	
       18 	 1.89% 	 0.40% 	 0.07% 	
       19 	 1.92% 	 0.41% 	 0.07% 	
       20 	 1.90% 	 0.40% 	 0.07% 	
       21 	 1.91% 	 0.41% 	 0.07% 	
       22 	 1.88% 	 0.40% 	 0.07% 	
       23 	 1.92% 	 0.41% 	 0.07% 	
       24 	 1.90% 	 0.40% 	 0.07% 	
       25 	 1.91% 	 0.41% 	 0.07% 	
       26 	 1.88% 	 0.40% 	 0.07% 	
       27 	 1.92% 	 0.41% 	 0.07% 	
       28 	 1.89% 	 0.40% 	 0.07% 	
       29 	 1.91% 	 0.41% 	 0.07% 	
       30 	 1.88% 	 0.40% 	 0.07% 	
       31 	 1.92% 	 0.41% 	 0.07% 	
