MathVersion = 1.2.9.0
Played Line = 20, LineBet = 240, Total Bet = 240
Total Round = 1000000000, Total Win = 230394430500, Total Free Game Round = 68582840

Total RTP = 95.998%, Base Game RTP = 56.689%, 
Free Game RTP = 39.308%, Bonus Game RTP = 0.000%
BG Hits = 27.497%, FG Hits = 58.615%, FG Freq = 125.605, BN Freq = ∞

C.V. = 7.0933
MaxSpinWin = 715.5
EGS_BASE_GAME_1: 610; RNG = {37, 9, 9, 23, 81 }
EGS_FREE_GAME_1: 422.5; RNG = {48, 45, 5, 36, 34 }


Hits 	           3 	           4 	           5 	
   W 	           0 	           0 	           0 	
  H1 	     3399089 	     1135167 	      186059 	
  H2 	     9718543 	     2256657 	      334483 	
  H3 	    31272584 	    11092055 	      267436 	
  H4 	    17945967 	     6369401 	      483353 	
  H5 	           0 	           0 	           0 	
  H6 	           0 	           0 	           0 	
  N1 	    45295555 	    16336048 	      393701 	
  N2 	    20716027 	     7628388 	      277752 	
  N3 	    37641439 	    12113984 	     1088510 	
  N4 	    78262228 	    16873972 	     2771781 	
  N5 	   168594277 	    29051452 	     5727025 	
  N6 	   109886458 	    18936720 	     3736549 	
   F 	     7704446 	      257037 	           0 	
   B 	           0 	           0 	           0 	

Wins 	           3 	           4 	           5 	
   W 	           0 	           0 	           0 	
  H1 	  4739019600 	  3280137600 	  1344390000 	
  H2 	  7346962200 	  5759173800 	  1421550000 	
  H3 	  8256098640 	 15906280800 	   767349600 	
  H4 	  4614590880 	  8579647200 	  1301412000 	
  H5 	           0 	           0 	           0 	
  H6 	           0 	           0 	           0 	
  N1 	  5823316680 	 11270256600 	   543594000 	
  N2 	  2627394360 	  4837107600 	   352204800 	
  N3 	  2258486340 	  2944078800 	  1322743200 	
  N4 	  4695733680 	  4248918720 	  3489876000 	
  N5 	 10115656620 	  3486174240 	  3436215000 	
  N6 	  6698997780 	  2308982040 	  2277948000 	
   F 	 89441587740 	  4898545980 	           0 	
   B 	           0 	           0 	           0 	

Hits 	           3 	           4 	           5 	
   W 	           0 	           0 	           0 	
  H1 	     3790145 	     1210135 	      177460 	
  H2 	    12191825 	     2837132 	      495164 	
  H3 	    25974804 	     5884341 	     1207666 	
  H4 	    11409333 	     3149177 	      644031 	
  H5 	           0 	           0 	           0 	
  H6 	           0 	           0 	           0 	
  N1 	    23250497 	     7596906 	     1113421 	
  N2 	    28988488 	     9935431 	      924467 	
  N3 	    28197017 	     7539425 	      164315 	
  N4 	    41473869 	    10838132 	      480985 	
  N5 	    30100632 	     6842362 	      303883 	
  N6 	    40179932 	    15052417 	      669480 	
   F 	      461366 	       14325 	           0 	
   B 	           0 	           0 	           0 	

Wins 	           3 	           4 	           5 	
   W 	           0 	           0 	           0 	
  H1 	  5003214000 	  3407896800 	  1248720000 	
  H2 	  8047504800 	  6084772200 	  1770096000 	
  H3 	  6438806640 	  7902284400 	  3242116800 	
  H4 	  2794021200 	  4130868000 	  1687912800 	
  H5 	           0 	           0 	           0 	
  H6 	           0 	           0 	           0 	
  N1 	  2980533960 	  5102469600 	  1495890000 	
  N2 	  3478618560 	  6253807200 	  1163458800 	
  N3 	  1852596180 	  1981652400 	   215792400 	
  N4 	  2634760980 	  2754042960 	   611032800 	
  N5 	  1806037920 	   840171240 	   186532200 	
  N6 	  2410795920 	  1834870800 	   407997600 	
   F 	   221455680 	    34380000 	           0 	
   B 	           0 	           0 	           0 	

Pay  	   3 	   4 	   5 	
   W 	   0 	   0 	   0 	
  H1 	 100 	 200 	 500 	
  H2 	  50 	 150 	 250 	
  H3 	  20 	 100 	 200 	
  H4 	  20 	 100 	 200 	
  H5 	   0 	   0 	   0 	
  H6 	   0 	   0 	   0 	
  N1 	  10 	  50 	 100 	
  N2 	  10 	  50 	 100 	
  N3 	   5 	  20 	 100 	
  N4 	   5 	  20 	 100 	
  N5 	   5 	  10 	  50 	
  N6 	   5 	  10 	  50 	
   F 	   2 	  10 	   0 	
   B 	   0 	   0 	   0 	

Round 	     3 	     4 	     5 	
    F 	 8.478 	12.707 	   非數值 	

Line Hits 	     3 	     4 	     5 	
        1 	 2.62% 	 0.61% 	 0.08% 	
        2 	 2.62% 	 0.61% 	 0.08% 	
        3 	 2.60% 	 0.60% 	 0.08% 	
        4 	 2.62% 	 0.61% 	 0.08% 	
        5 	 2.62% 	 0.61% 	 0.08% 	
        6 	 2.63% 	 0.61% 	 0.08% 	
        7 	 2.59% 	 0.61% 	 0.08% 	
        8 	 2.63% 	 0.61% 	 0.08% 	
        9 	 2.59% 	 0.61% 	 0.08% 	
       10 	 2.62% 	 0.61% 	 0.08% 	
       11 	 2.62% 	 0.61% 	 0.08% 	
       12 	 2.62% 	 0.61% 	 0.08% 	
       13 	 2.60% 	 0.61% 	 0.08% 	
       14 	 2.62% 	 0.61% 	 0.08% 	
       15 	 2.62% 	 0.61% 	 0.08% 	
       16 	 2.63% 	 0.61% 	 0.08% 	
       17 	 2.59% 	 0.61% 	 0.08% 	
       18 	 2.63% 	 0.61% 	 0.08% 	
       19 	 2.59% 	 0.61% 	 0.08% 	
       20 	 2.62% 	 0.61% 	 0.08% 	

Line Hits 	     3 	     4 	     5 	
        1 	17.89% 	 5.16% 	 0.45% 	
        2 	17.83% 	 5.15% 	 0.45% 	
        3 	18.02% 	 5.18% 	 0.46% 	
        4 	17.88% 	 5.17% 	 0.45% 	
        5 	17.89% 	 5.17% 	 0.45% 	
        6 	17.84% 	 5.14% 	 0.44% 	
        7 	18.00% 	 5.20% 	 0.46% 	
        8 	17.84% 	 5.13% 	 0.44% 	
        9 	18.00% 	 5.20% 	 0.46% 	
       10 	17.88% 	 5.17% 	 0.45% 	
       11 	17.89% 	 5.17% 	 0.45% 	
