MathVersion = 1.3.0.0
Played Line = 50, LineBet = 600, Total Bet = 600
Total Round = 1000000000, Total Win = 575900314620, Total Free Game Round = 84868310

Total RTP = 95.983%, Base Game RTP = 55.016%, 
Free Game RTP = 40.967%, Bonus Game RTP = 0.000%
BG Hits = 29.112%, FG Hits = 73.721%, FG Freq = 126.643, BN Freq = ∞

C.V. = 10.2571
MaxSpinWin = 8119.6
EGS_BASE_GAME_1: 600; RNG = {2, 7, 6, 6, 6 }
EGS_FREE_GAME_1: 600; RNG = {46, 16, 20, 21, 41 }


Hits 	           2 	           3 	           4 	           5 	
   W 	      311166 	      127214 	       11012 	         707 	
  H1 	   568633853 	    72015559 	    14274176 	     3821644 	
  H2 	           0 	   181954672 	    34246046 	     5186217 	
  H3 	           0 	    43221826 	     6976890 	     1058405 	
  H4 	           0 	   170410499 	    22807098 	     3458008 	
  H5 	           0 	    58613861 	     6587289 	      776172 	
  H6 	           0 	           0 	           0 	           0 	
  N1 	           0 	    34836167 	     3247303 	      180126 	
  N2 	           0 	   123643882 	    21880528 	     4945638 	
  N3 	           0 	   113165227 	    10168122 	      875122 	
  N4 	           0 	    21909913 	     1968225 	      171030 	
  N5 	           0 	    18686755 	     2570514 	      307678 	
  N6 	           0 	           0 	           0 	           0 	
   F 	           0 	     7511983 	      377043 	        7205 	
   B 	           0 	           0 	           0 	           0 	

Wins 	           2 	           3 	           4 	           5 	
   W 	    18669960 	    45797040 	    15857280 	     5090400 	
  H1 	 34118031180 	 25925601240 	 20554813440 	 27515836800 	
  H2 	           0 	 43669121280 	 32876204160 	 18670381200 	
  H3 	           0 	 10373238240 	  5023360800 	  3175215000 	
  H4 	           0 	 30673889820 	 13684258800 	  8299219200 	
  H5 	           0 	 10550494980 	  3952373400 	  1862812800 	
  H6 	           0 	           0 	           0 	           0 	
  N1 	           0 	  2090170020 	  1169029080 	   216151200 	
  N2 	           0 	  7418632920 	  7876990080 	  5934765600 	
  N3 	           0 	  6789913620 	  2440349280 	  1050146400 	
  N4 	           0 	  1314594780 	   472374000 	   205236000 	
  N5 	           0 	  1121205300 	   616923360 	   369213600 	
  N6 	           0 	           0 	           0 	           0 	
   F 	           0 	203846810520 	 37959077820 	  3998464020 	
   B 	           0 	           0 	           0 	           0 	

Hits 	           2 	           3 	           4 	           5 	
   W 	     4384010 	    10151503 	     5342925 	     3391770 	
  H1 	   101583054 	    22633696 	     5377949 	     1707383 	
  H2 	           0 	    12646592 	     3778507 	     2031537 	
  H3 	           0 	    17076355 	     5981217 	     2900713 	
  H4 	           0 	    39819512 	    13393549 	     6875953 	
  H5 	           0 	    12945127 	     3851127 	     2715963 	
  H6 	           0 	           0 	           0 	           0 	
  N1 	           0 	    41244365 	    22282822 	     7068560 	
  N2 	           0 	    70106622 	    16668487 	    10565470 	
  N3 	           0 	    90129786 	    21617988 	     7230992 	
  N4 	           0 	    28948638 	    13079490 	    10796941 	
  N5 	           0 	    19590004 	     6619465 	     5967991 	
  N6 	           0 	           0 	           0 	           0 	
   F 	           0 	      782542 	           0 	           0 	
