MathVersion = 1.4.3.0
Played Line = 10, LineBet = 130, Total Bet = 130
Total Round = 1000000000, Total Win = 124831570370, Total Free Game Round = 152016595

Total RTP = 96.024%, Base Game RTP = 60.601%, 
Free Game RTP = 35.423%, Bonus Game RTP = 0.000%
BG Hits = 28.763%, FG Hits = 34.448%, FG Freq = 128.204, BN Freq = ∞

C.V. = 7.8053
MaxSpinWin = 5000
EGS_BASE_GAME_1: 4080; RNG = {43, 42, 42, 42, 42 }
EGS_FREE_GAME_1: 4800; RNG = {48, 17, 50, 85, 87 }


Hits 	           2 	           3 	           4 	           5 	
   W 	           0 	      895108 	       49080 	        2728 	
  W1 	           0 	           0 	           0 	           0 	
  W2 	           0 	           0 	           0 	           0 	
  W3 	           0 	           0 	           0 	           0 	
  H1 	           0 	     1450188 	      110885 	        8618 	
  H2 	           0 	     9175781 	     1710202 	      186475 	
  H3 	           0 	    19801282 	     4150389 	     1138375 	
  H4 	           0 	    30812572 	     2766796 	      533456 	
  H5 	           0 	           0 	           0 	           0 	
  H6 	           0 	           0 	           0 	           0 	
  N1 	           0 	    33424990 	     8018752 	     1729288 	
  N2 	           0 	    51641893 	     5801801 	     1849208 	
  N3 	           0 	    89957822 	    13303061 	     1969889 	
  N4 	           0 	    97832506 	    28614096 	     8341779 	
  N5 	           0 	           0 	           0 	           0 	
  N6 	           0 	           0 	           0 	           0 	
   F 	           0 	     7395315 	      396236 	        8547 	
   B 	           0 	           0 	           0 	           0 	

Wins 	           2 	           3 	           4 	           5 	
   W 	           0 	   818220780 	    99202740 	    16431480 	
  W1 	           0 	           0 	           0 	           0 	
  W2 	           0 	           0 	           0 	           0 	
  W3 	           0 	           0 	           0 	           0 	
  H1 	           0 	   976340430 	   138046090 	    23977200 	
  H2 	           0 	  4377346675 	  1214689710 	   258965070 	
  H3 	           0 	  7676447480 	  2324750675 	  1008538830 	
  H4 	           0 	  7838540775 	  1322445020 	   447521750 	
  H5 	           0 	           0 	           0 	           0 	
  H6 	           0 	           0 	           0 	           0 	
  N1 	           0 	  6636764810 	  2724521865 	  1067407120 	
  N2 	           0 	  8799627850 	  1914977415 	  1030455660 	
  N3 	           0 	  7530281785 	  2787308810 	   926814330 	
  N4 	           0 	  8368773725 	  5410934360 	  3042304395 	
  N5 	           0 	           0 	           0 	           0 	
  N6 	           0 	           0 	           0 	           0 	
   F 	           0 	 42982541485 	  2986141405 	    81250650 	
   B 	           0 	           0 	           0 	           0 	

Hits 	           2 	           3 	           4 	           5 	
   W 	           0 	      675486 	       13278 	         340 	
  W1 	           0 	           0 	           0 	           0 	
  W2 	           0 	           0 	           0 	           0 	
  W3 	           0 	           0 	           0 	           0 	
  H1 	           0 	     1909660 	      127892 	        7622 	
  H2 	           0 	     4189101 	      779273 	       95962 	
  H3 	           0 	     5681872 	     1074928 	      254070 	
  H4 	           0 	     9234127 	      948009 	      171060 	
  H5 	           0 	           0 	           0 	           0 	
  H6 	           0 	           0 	           0 	           0 	
  N1 	           0 	     8539638 	     1572392 	      244238 	
  N2 	           0 	    12630462 	      982041 	      258656 	
  N3 	           0 	    19513874 	     2671336 	      262182 	
  N4 	           0 	    18132209 	     3978940 	      913007 	
  N5 	           0 	           0 	           0 	           0 	
  N6 	           0 	           0 	           0 	           0 	
   F 	     5412276 	      375372 	       12682 	         154 	
   B 	           0 	           0 	           0 	           0 	

Wins 	           2 	           3 	           4 	           5 	
   W 	           0 	  1677045240 	   144995760 	    21216000 	
  W1 	           0 	           0 	           0 	           0 	
  W2 	           0 	           0 	           0 	           0 	
  W3 	           0 	           0 	           0 	           0 	
  H1 	           0 	  2492820330 	   370579755 	    62862280 	
  H2 	           0 	  3863532400 	  1192225710 	   302891680 	
  H3 	           0 	  4380655240 	  1253990725 	   541174530 	
  H4 	           0 	  4102886190 	   791055200 	   266933550 	
  H5 	           0 	           0 	           0 	           0 	
  H6 	           0 	           0 	           0 	           0 	
  N1 	           0 	  3426775040 	  1160909490 	   375779820 	
  N2 	           0 	  3987927060 	   704226315 	   335957180 	
  N3 	           0 	  2888537665 	  1052294750 	   284543805 	
  N4 	           0 	  2857790910 	  1474299190 	   713628825 	
  N5 	           0 	           0 	           0 	           0 	
  N6 	           0 	           0 	           0 	           0 	
   F 	           0 	   243991800 	     8243300 	      100100 	
   B 	           0 	           0 	           0 	           0 	

Pay  	   2 	   3 	   4 	   5 	
   W 	   0 	  30 	  35 	  40 	
  W1 	   0 	  30 	  35 	  40 	
  W2 	   0 	  30 	  35 	  40 	
  W3 	   0 	  30 	  35 	  40 	
  H1 	   0 	  30 	  35 	  40 	
  H2 	   0 	  25 	  30 	  35 	
  H3 	   0 	  20 	  25 	  30 	
  H4 	   0 	  15 	  20 	  25 	
  H5 	   0 	   0 	   0 	   0 	
  H6 	   0 	   0 	   0 	   0 	
  N1 	   0 	  10 	  15 	  20 	
  N2 	   0 	  10 	  15 	  20 	
  N3 	   0 	   5 	  10 	  15 	
  N4 	   0 	   5 	  10 	  15 	
  N5 	   0 	   0 	   0 	   0 	
  N6 	   0 	   0 	   0 	   0 	
   F 	   0 	   5 	   5 	   5 	
   B 	   0 	   0 	   0 	   0 	

Round 	     2 	     3 	     4 	     5 	
    F 	   非數值 	19.149 	25.486 	32.126 	

Line Hits 	     2 	     3 	     4 	     5 	
        1 	 0.00% 	 3.34% 	 0.64% 	 0.16% 	
        2 	 0.00% 	 3.34% 	 0.64% 	 0.16% 	
        3 	 0.00% 	 3.34% 	 0.64% 	 0.16% 	
        4 	 0.00% 	 3.34% 	 0.64% 	 0.16% 	
        5 	 0.00% 	 3.34% 	 0.64% 	 0.16% 	
        6 	 0.00% 	 3.34% 	 0.64% 	 0.16% 	
        7 	 0.00% 	 3.34% 	 0.64% 	 0.16% 	
        8 	 0.00% 	 3.34% 	 0.65% 	 0.16% 	
        9 	 0.00% 	 3.34% 	 0.64% 	 0.16% 	
       10 	 0.00% 	 3.34% 	 0.64% 	 0.16% 	

Line Hits 	     2 	     3 	     4 	     5 	
        1 	 0.00% 	 5.25% 	 0.80% 	 0.15% 	
        2 	 0.00% 	 5.25% 	 0.80% 	 0.15% 	
        3 	 0.00% 	 5.25% 	 0.80% 	 0.15% 	
        4 	 0.00% 	 5.25% 	 0.80% 	 0.15% 	
        5 	 0.00% 	 5.25% 	 0.80% 	 0.14% 	
        6 	 0.00% 	 5.25% 	 0.80% 	 0.14% 	
        7 	 0.00% 	 5.25% 	 0.80% 	 0.15% 	
        8 	 0.00% 	 5.25% 	 0.80% 	 0.15% 	
        9 	 0.00% 	 5.25% 	 0.80% 	 0.14% 	
       10 	 0.00% 	 5.25% 	 0.80% 	 0.14% 	

Overall Game Distribution (X):
             0  	 71.2371733%
   0<= ~ <   1  	  9.6752131%
   1<= ~ <   2  	  10.604851%
