MathVersion = 1.1.1.3
Played Line = 25, LineBet = 12, Total Bet = 300
Total Round = 1000000000, Total Win = 287551155000, Total Free Game Round = 89728430

Total RTP = 95.850%, Base Game RTP = 57.461%, 
Free Game RTP = 38.390%, Bonus Game RTP = 0.000%
BG Hits = 30.250%, FG Hits = 29.148%, FG Freq = 124.004, BN Freq = ∞

C.V. = 7.7377
MaxSpinWin = 2900
EGS_BASE_GAME_1: 2900; RNG = {10, 10, 29, 10, 33, 92 }
EGS_FREE_GAME_1: 2544; RNG = {10, 10, 2, 10, 10, 37 }


Hits 	           3 	           4 	           5 	
   W 	     1502578 	       13772 	        3678 	
  H1 	    10882975 	     1530119 	      430442 	
  H2 	    15876462 	     2948060 	      815253 	
  H3 	    26352934 	     1952100 	      547111 	
  H4 	    26062665 	     2319882 	      486018 	
  H5 	    52092311 	     4712123 	      691250 	
  H6 	           0 	           0 	           0 	
  N1 	   193125237 	    18153797 	     1282167 	
  N2 	   193144587 	    17822068 	     1628349 	
  N3 	    56440355 	    11046611 	      752908 	
  N4 	    47389095 	     9289527 	      635363 	
  N5 	   162375754 	    31863502 	     2101921 	
  N6 	           0 	           0 	           0 	
   F 	     8064286 	           0 	           0 	
   B 	           0 	           0 	           0 	
  X1 	           0 	           0 	           0 	
  X2 	           0 	           0 	           0 	
  X3 	           0 	           0 	           0 	
  X4 	           0 	           0 	           0 	
  X5 	           0 	           0 	           0 	
  X6 	           0 	           0 	           0 	
  X7 	           0 	           0 	           0 	
  X8 	           0 	           0 	           0 	
  X9 	           0 	           0 	           0 	
 X10 	           0 	           0 	           0 	

Wins 	           3 	           4 	           5 	
   W 	   901587300 	    16542600 	    35270400 	
  H1 	  6532917600 	  1835808000 	  4119081600 	
  H2 	  7622439600 	  2831316960 	  4895130000 	
  H3 	  9488081880 	  1405712520 	  2622439200 	
  H4 	  6252739320 	  1390957200 	  1750811400 	
  H5 	 12507472080 	  2827612200 	  1659388800 	
  H6 	           0 	           0 	           0 	
  N1 	 23174256240 	  8711089440 	  2307993300 	
  N2 	 23182705080 	  6417640980 	  1955769600 	
  N3 	  5418679152 	  3978799200 	   724108320 	
  N4 	  3413214036 	  3345309720 	   458040960 	
  N5 	 11690233236 	  7648385400 	  1260403800 	
  N6 	           0 	           0 	           0 	
   F 	115169217876 	           0 	           0 	
   B 	           0 	           0 	           0 	
  X1 	           0 	           0 	           0 	
  X2 	           0 	           0 	           0 	
  X3 	           0 	           0 	           0 	
  X4 	           0 	           0 	           0 	
  X5 	           0 	           0 	           0 	
  X6 	           0 	           0 	           0 	
  X7 	           0 	           0 	           0 	
  X8 	           0 	           0 	           0 	
  X9 	           0 	           0 	           0 	
 X10 	           0 	           0 	           0 	

Hits 	           3 	           4 	           5 	
   W 	      367157 	      316795 	     2474929 	
  H1 	    12433245 	     3055411 	     3154929 	
  H2 	    11476186 	     2935762 	     3240351 	
  H3 	    11695391 	     2104626 	     2479960 	
  H4 	     6809417 	     1503218 	     2165160 	
  H5 	     4407701 	     1085998 	     1676119 	
  H6 	           0 	           0 	           0 	
  N1 	     3701734 	      882102 	     1459776 	
  N2 	     3360357 	      714278 	     1366569 	
  N3 	     2484272 	      579692 	     1014323 	
  N4 	     2481086 	      580789 	     1013167 	
  N5 	     2484478 	      579810 	     1012940 	
  N6 	           0 	           0 	           0 	
   F 	      908560 	           0 	           0 	
   B 	           0 	           0 	           0 	
  X1 	           0 	           0 	           0 	
  X2 	           0 	           0 	           0 	
  X3 	           0 	           0 	           0 	
  X4 	           0 	           0 	           0 	
  X5 	           0 	           0 	           0 	
  X6 	           0 	           0 	           0 	
  X7 	           0 	           0 	           0 	
  X8 	           0 	           0 	           0 	
  X9 	           0 	           0 	           0 	
 X10 	           0 	           0 	           0 	

Wins 	           3 	           4 	           5 	
   W 	   147255000 	   192134400 	 11882841600 	
  H1 	 12184286700 	  4926585000 	 19352145600 	
  H2 	  8935245600 	  3782979360 	 12765600000 	
  H3 	  6823951920 	  1816072200 	  6911964000 	
  H4 	  2555256360 	  1033960800 	  4610381400 	
  H5 	  1599152280 	   696780000 	  2275537200 	
  H6 	           0 	           0 	           0 	
  N1 	   657425580 	   455744640 	  1444112100 	
  N2 	   583895820 	   252571320 	   892808400 	
  N3 	   332620848 	   195171120 	   513365280 	
  N4 	   248807808 	   195915960 	   385070040 	
  N5 	   249529860 	   130775880 	   320701500 	
  N6 	           0 	           0 	           0 	
   F 	   980493900 	           0 	           0 	
   B 	           0 	           0 	           0 	
  X1 	           0 	           0 	           0 	
  X2 	           0 	           0 	           0 	
  X3 	           0 	           0 	           0 	
  X4 	           0 	           0 	           0 	
  X5 	           0 	           0 	           0 	
  X6 	           0 	           0 	           0 	
  X7 	           0 	           0 	           0 	
  X8 	           0 	           0 	           0 	
  X9 	           0 	           0 	           0 	
 X10 	           0 	           0 	           0 	

Odds 	   3 	   4 	   5 	
   W 	  25 	  50 	 400 	
  H1 	  25 	  50 	 400 	
  H2 	  20 	  40 	 250 	
  H3 	  15 	  30 	 200 	
  H4 	  10 	  25 	 150 	
  H5 	  10 	  25 	 100 	
  H6 	   0 	   0 	   0 	
  N1 	   5 	  20 	  75 	
  N2 	   5 	  15 	  50 	
  N3 	   4 	  15 	  40 	
  N4 	   3 	  15 	  30 	
  N5 	   3 	  10 	  25 	
  N6 	   0 	   0 	   0 	
   F 	   1 	   0 	   0 	
   B 	   0 	   0 	   0 	
  X1 	   0 	   0 	   0 	
  X2 	   0 	   0 	   0 	
  X3 	   0 	   0 	   0 	
  X4 	   0 	   0 	   0 	
  X5 	   0 	   0 	   0 	
  X6 	   0 	   0 	   0 	
  X7 	   0 	   0 	   0 	
  X8 	   0 	   0 	   0 	
  X9 	   0 	   0 	   0 	
 X10 	   0 	   0 	   0 	

Round 	     3 	     4 	     5 	
    F 	11.127 	   非數值 	   非數值 	

Line Hits 	     3 	     4 	     5 	
        1 	 2.30% 	 0.27% 	 0.02% 	
        2 	 3.83% 	 0.54% 	 0.05% 	
        3 	 3.83% 	 0.54% 	 0.05% 	
        4 	 3.39% 	 0.40% 	 0.04% 	
        5 	 3.39% 	 0.40% 	 0.04% 	
        6 	 2.98% 	 0.42% 	 0.04% 	
        7 	 2.98% 	 0.42% 	 0.04% 	
        8 	 2.63% 	 0.37% 	 0.03% 	
        9 	 2.63% 	 0.37% 	 0.03% 	
       10 	 2.62% 	 0.31% 	 0.03% 	
       11 	 2.62% 	 0.31% 	 0.03% 	
       12 	 3.47% 	 0.41% 	 0.04% 	
       13 	 3.47% 	 0.41% 	 0.04% 	
       14 	 2.98% 	 0.35% 	 0.03% 	
       15 	 2.98% 	 0.35% 	 0.03% 	
       16 	 2.98% 	 0.43% 	 0.03% 	
       17 	 2.98% 	 0.43% 	 0.03% 	
       18 	 2.63% 	 0.37% 	 0.03% 	
       19 	 2.63% 	 0.37% 	 0.03% 	
       20 	 3.91% 	 0.47% 	 0.05% 	
       21 	 3.91% 	 0.47% 	 0.05% 	
       22 	 3.31% 	 0.47% 	 0.05% 	
       23 	 3.31% 	 0.47% 	 0.05% 	
       24 	 3.39% 	 0.40% 	 0.04% 	
       25 	 3.39% 	 0.40% 	 0.04% 	

Line Hits 	     3 	     4 	     5 	
        1 	 1.90% 	 0.35% 	 0.15% 	
        2 	 3.04% 	 0.87% 	 1.99% 	
        3 	 3.04% 	 0.87% 	 1.99% 	
        4 	 3.25% 	 0.57% 	 0.89% 	
        5 	 3.25% 	 0.57% 	 0.89% 	
        6 	 2.62% 	 0.71% 	 1.32% 	
